id,replied_by_author,parent_comment_id,author,no_of_replies,text,category,"Legend: (blank lang yung replied sticker/image)
1 - Positive response
2 - Negative response
3 - Inquiry
4 - Tagged a person/Shared a link
5- Neutral
6- diff language"
2196129020469555-6,FALSE,2196129020469555-1,Romeo Campos,0,Cris Consuegra what,3,
2196129020469555-7,FALSE,2196129020469555-1,Dexter Carlit,0,Sana di maabuse ang coop.. Minsan coop ba ang mapanamantala.  Walang ipinagkaiba sa private sector. I would rather give the control to thw gov.,2,
2196129020469555-8,FALSE,2196129020469555-1,Romeo Campos,0,Dexter Carlit its happening.. But sometimes we need to gamble. We cant sit and wish only,1,
2196129020469555-9,FALSE,2196129020469555-1,MannyPiñol,0,Cris Consuegra sobra ka naman magreport. Taga mindoro ka o narinig mo lang?,3,
2196129020469555-10,FALSE,2196129020469555-1,Bok Noy,0,"sir MannyPiñol im husband of rose aniñon RenzyRhex Aniñon Domingo dati niong staff sa gov office sa amas, dito sa amin ngaun sa san jose occ mindoro  13 pesos nlng ang kuha smin per kilo,,",2,
2196129020469555-11,FALSE,2196129020469555-1,Ma Rk,0,Naneth Alaba haha tama. 3-5 per kilo sa amin. hinayaan nalang namin malanta mga tanim na kamatis,2,
2196129020469555-12,FALSE,2196129020469555-1,Ernesto Santos,0,MannyPiñol kindly have your fieldmen see our hanger atorage and  extend help on how we could build more with the help of DA,1,
2196129020469555-13,FALSE,2196129020469555-1,Cris Consuegra,0,MannyPiñol yes po 5 --8   nalang  presyo sa murtha ALitaytayan san jose occidental mindoro taga,1,
2196129020469555-14,FALSE,2196129020469555-1,Earl Vincent Aguilar,0,magbay kanwling po occ. mdoro. P10-8 nlang price. dto s amin mgsaysay occ.mdo. d p naani.. bka 5 pesos nlng dn pg umani kmi.,2,
2196129020469555-15,FALSE,2196129020469555-1,Jay Ignacio Agliam,0,"Salamat sa action sir MannyPinol ,sana po abutan pa mga sibuyas dito sa bayan ng lupao, nueva ecija. ayaw na pong ipabunot ng mga farmers ang mga sibuyas dito kaysa mga mapagsamantalang traders ang kumita ng napakalaki... Marami pong masisirang sibuyas dito sir lalo na at gumagayak ang ulan dito... Sana po makamit namin ang tamang presyo...",1,
2196129020469555-16,FALSE,2196129020469555-1,Rodlfo Gabor,0,Cris Consuegra subra naman yan 5 nalang ahente ka siguro kaya ganyan ka mag comment sa.ngayon 14 per kilo pa dito sa san jose,2,
2196129020469555-17,FALSE,2196129020469555-1,Cherry Orbita Tividad,0,Rodlfo Gabor ayan nnmnan nagkakalat nnmnan ng maling information... Pati b nmn dto.. hehehe,,
2196129020469555-18,FALSE,2196129020469555-1,Rodlfo Gabor,0,Cherry Orbita Tividad kaya nga aa totoo lang ngayon mag nagsasalandra dito sanpinsan ko 14 pa ang kuha nila ahente siguro yang nagsasabi na 5 nalang,2,
2196129020469555-19,FALSE,2196129020469555-1,Ninya Marie,0,"Rodlfo Gabor sir, taga San Jose po ako at 8 pesos po ang kuha ng mga buyers dto wala hong halong kwento. Kung 14 pesos po ang kuhaan, maari po bang malaman kung cno po ang kmukuha sa ganung halaga dahil may kakaani po kming cbuyas na tinaraan ng 16 pesos last week pero tinakbuhan ng buyer dahil daw bumagsak ang presyo, ipapalipat ko po jn sa buyer nyo. Salamat po.",2,
2196129020469555-20,FALSE,2196129020469555-1,Rodlfo Gabor,0,Ninya Marie taga iloilo daw ito maam yong kumuha nga dito sa.pinsan ko at don sa pamangkin ko bukas ang bunot don sa pamangkin ko,2,
2196129020469555-21,FALSE,2196129020469555-1,Rodlfo Gabor,0,Ninya Marie yong patanim konnga ayaw naman ibigay ng tao ko kaya naka storage nalang siguro,2,
2196129020469555-22,FALSE,2196129020469555-1,Gloria Ili Segaya,0,"Cris Consuegra sir kausap ko lang kanina ang hvcdp coordinator namin sa Bulalacao Or Mdo ang reject 8-10.00 ang good ay 18-20.00 huag nyo naman masyado takutin ang mga farmer, pls... tulungan nalang natin kong may maitulong tayo kung wala magpahinog nalang kayo...",2,
2196129020469555-23,FALSE,2196129020469555-1,Mark Tolentino,0,Romeo Campos Jo Soliman,4,
2196129020469555-24,FALSE,2196129020469555-1,Jo Soliman,0,Mark Tolentino Pure Force- Media PF Dispatcher please make sure this report reaches Sec EFP,2,
2196129020469555-25,FALSE,2196129020469555-1,Victorina Torib de Jesus,0,Ilang araw po ba itatagal ng sibuyas pag di naka storage,3,
2196129020469555-26,FALSE,2196129020469555-1,Dayang Maki,0,MannyPiñol Sec thanks po sa pakikinig nyo sa aming karaingan at mga aksyon. Sobrang daming problema po...,1,
2196129020469555-27,FALSE,2196129020469555-1,Cris Consuegra,0,Earl Vincent Aguilar Ohh diba sir 5. 8 nalang presyo,5,
2196129020469555-28,FALSE,2196129020469555-1,Cris Consuegra,0,Gloria Ili Segaya  Maam kong gusto nyo po pumonta kayo  dto para malaman nyo po  Farmers po ako,5,
2196129020469555-29,FALSE,2196129020469555-1,Cris Consuegra,0,Sir Rodlfo Gabor farmers po ako,5,
2196129020469555-30,FALSE,2196129020469555-1,Cris Consuegra,0,Rodlfo Gabor  ALitaytayan murtha 5.  8  ang presyo    pano  na  nila mapag aaral mga anak ng famers kong ganyan kalakaran sa bansa natin    Hoooooooooo.,2,
2196129020469555-31,FALSE,2196129020469555-1,Cris Consuegra,0,MannyPiñol yes sir taga san jose Occidental mdo po ako,5,
2196129020469555-32,FALSE,2196129020469555-1,Lou Batiancila,0,ang provlema iz not rocket science kaso kahut may madaling solution kaso ang mahirap na solusyon ang guzto mangyari ng DA or bka wla talga zolusyon.sos maryosep kung gNon lng aan DA officials natin eh dapat magrwsign nlng hwag kapit sa pwesto.lumang tugrugin na yang im serving at the pleasure of the appointong power. nahihiya lng si prrd kasi not involving corruption pero alam niya wlang progress na nangyayari sa agriculture sector,2,
2196129020469555-33,FALSE,2196129020469555-1,Lou Batiancila,0,identified naman ang mg areA kung saan nagpoprodu e ng mga gulay  oh bakit ayaw bimili ng DA ng mga ten wheelers at sila bumili lahat at wlang private traderz na payagang bumili directa sa farmers.doon sila bumili sa Govt .para uniform ang presyo.napakaayos ng fti j8 mar os pero bakit ayaw gayahin mangagagaya nlng ayaw pa nahihiya pa eh qla namangaeoffer na magandang solusyon,2,
2196129020469555-34,FALSE,2196129020469555-1,Nico Busto,0,Gloria Ili Segaya maam..dito occi wlang ganyang price..,1,
2196129020469555-35,FALSE,2196129020469555-1,Phia Villarin,0,Bakit sa palengke 5php isang sibuyas.. kamatis 2pcs 5php..,2,
2196129020469555-36,FALSE,2196129020469555-1,Phia Villarin,0,"Cris Consuegra 5php po ang isang sibuyas sa palengke.. expected ko nga mura kc palengke, un pala mahal din.. kamatis 2pcs 5php..",2,
2196129020469555-37,FALSE,2196129020469555-1,Jhayr Galera,0,MannyPiñol sir ang price po ngaun dto sa occ.mdo.8 po ang big..13 ang pickles..4. po ang maliliit..aq po ay tga magsaysay occ.mdo..sana mapansin nyo po.,2,
2196129020469555-38,FALSE,2196129020469555-1,Virgilio Elcullada Luib Jr.,0,@Romeo Campos you're willing to invest? If so it means you should be able to afford for the training and other needs if you really know what you're doing and have the money for it.,2,
2196129020469555-39,FALSE,2196129020469555-1,Jhayr Galera,0,Rodlfo Gabor sir papuntahin nyo po dto sa mgsaysay buyer nyo kung 14 ang kuha.madami kmi ibibigay khit 100tons po.basta 14 ang kuha.kmi n mgbigay sau ng back 10.kung yan kuha ngaun..,2,
2196129020469555-40,FALSE,2196129020469555-1,Mae Bhe,0,Ninya Marie meron p po ba kayong bagong aning sibuyas madam?.,3,
2196129020469555-41,FALSE,2196129020469555-1,Ninya Marie,0,Rodlfo Gabor samin po pinastorage nalang din namin.,5,
2196129020469555-42,FALSE,2196129020469555-1,Ninya Marie,0,Hello maam Mae Bhe.ipapastorage na po namin.pero meron marami pa pong nagaani dito sa san jose..bakit po maam?,3,
2196129020469555-43,FALSE,2196129020469555-1,Johnrey Padilla,0,MannyPiñol dto k s neuva ecija mag libot manny pinol.bka dto k mbato ng cbuyas tignan u mga bukid nmin puro cbuyas at ng presyo npababa....subukan u mag libot dto neuva ecija para mkita u cbuyas,2,
2196129020469555-44,FALSE,2196129020469555-1,Gie S Bayer,0,Rodlfo Gabor cino po abg bumibili ng 14,2,
2196129020469555-45,FALSE,2196129020469555-1,Gie S Bayer,0,"Rodlfo Gabor cino ang buyer mo, papabunot po ako sa april 1, baka pwede rin sa kanya makipagdeal.",3,
2196129020469555-46,FALSE,0,Zaide Mores Amil,1,"This kind of practices of big time traders is really economic sabotage... A law should be passed punishing those involved in economic sabotage that they will be jailed, striped of their properties and confiscated in favor of the government...",2,
2196129020469555-47,FALSE,2196129020469555-46,Virgilio Elcullada Luib Jr.,0,It is crime against humanity to let all those onions and tomatoes🍅to rot when it could have fed millions of people and made them healthy.,2,
2196129020469555-48,FALSE,0,David James Rubillos,3,Sir pinol why cant the government just monopolize the middle man post  ng agriculture? If the government handles all the middle man activities at a decent price. Kikita parin ang govt. And kikita din ang farmer?   Ung private companies kasi. Profit 1st before heart.,3,
2196129020469555-49,FALSE,2196129020469555-48,Cora Ranada,0,"David James Rubillos very much agree, Sec. Pinol please implement for the good of our farmers",1,
2196129020469555-50,FALSE,2196129020469555-48,David James Rubillos,0,Cora Ranada sa totoo lang. Dpt tlaga government controlled lahat ng basic needs ng tao. Kasi the government is a non profit system. It needs profit but not at the expense of its citizens. Pag private kasi pera tlga una bago pus9,1,
2196129020469555-51,FALSE,2196129020469555-48,Herbacio Pereira,0,David James Rubillos prob sa nationalization is the highly subsidized products... if power and telecom pwede common tower at cable govt ang mag operate. Mag rent Lang ang private.. kailangan rin I promote ang free enterprise and entrepreneurship,2,
2196129020469555-52,FALSE,0,Benedict Exconde,0,"Time to finally dismantle the cartels and link farmers to consumers more directly by limiting the number of middlemen and other people at the middle of the agricultural value chain by empowering the farmers to do functions such as trading, storage and marketing aside from improving planting, harvesting and post-harvest techniques and technology.",2,
2196129020469555-53,FALSE,0,Bhe Jhuvie,0,"Agreed!! Their using their powers/ connection to manipulate. Then the sad part, :( :(   Every Year lagi silang baon sa utang,  para makapagsimula tapos Walang kita. Umaasa na makakabawi.  LET THE POOR FARMER GET WHAT THEY DESERVE !  Please Have Mercy on the Farmers.",1,
2196129020469555-54,FALSE,0,Tom Esquejo,0,It has been this way since manny manny money years ago. The solution is very simple yet the government did nothing much. Is the people in government in connivance with the buyers.,2,
2196129020469555-55,FALSE,0,Vin Mariano,0,waiting for Death Penalty,2,
2196129020469555-56,FALSE,0,Chas S Vidanes,0,Impose higher taxes/tariff to those importers of onions and garlics. By this manner our (Filipino) farmers will live a prosperous life ang uplift their morale.,1,
2196129020469555-57,FALSE,0,Michael Tomelden,0,DA should open their own cold storage to neutralise the cartel. Help small farmers form a collective or federation to negotiate with foreign buyers.,1,
2196129020469555-58,FALSE,0,Glenn Francis Unabia,0,FINE+imprissionment+canning = law abiding citizen,2,
2196129020469555-59,FALSE,0,Felix Conde,0,"Onion farmer ako from mindoro. 26 cans na binhi ng red pinoy tinanim ko at an area of almost 3 hctars. Half i harvested feb 20 and the other half last mar.10. Ive sold all my products but too bad, total proceeds are not enough to cover for my expenses. The reason; mababang presyo! 18 per kilo on first harvest and 13 per kilo on 2nd harvest. Heartless traders and storage owners are convenient entities for DA to blame but in reality, the faults should be pointed to DA and sec. Pinols alipores for allowing too much imported onions get into RP. As early as january, bumabaha na ang sibuyas sa palengke, but now, DA blames the traders ang cold storage operators? What a farce! Privately owned cold storages are rented out basing from owner's business decision. They will most likely lease their facility to volume costumers who came early than to small onion farmers who came later. Also, DA can always dictate their will on publicly funded cold storage facilty. Why then blame the storage owners?",2,
2196129020469555-60,FALSE,0,Delfin Mahinay,2,"these economic saboteurs, can we hang them in public",2,
2196129020469555-61,FALSE,2196129020469555-60,Bhe Jhuvie,0,"Agreed!! Their using their powers/ connection to manipulate. Then the sad part,  LET THE POOR FARMER GET WHAT THEY DESERVE :( :(   Every Year lagi silang baon sa utang, tapos Walang kita.  Please Have Mercy on the Farmers.",1,
2196129020469555-62,FALSE,2196129020469555-60,Ed Sibayan,0,Delfin Mahinay amen.,1,
2196129020469555-63,FALSE,0,Einnor Orenordam,0,"Ideally, basic commodities and services should be controlled by government, not the private sector. These include water, power, telecommunications, and food.",5,
2196129020469555-64,FALSE,0,Lydia Bautista,0,Thanks Po sec Manny For your supports to our farmers of rice and onions in Nueva Ecija,1,
2196129020469555-65,FALSE,0,Mario Elivera,0,Let them have a whipping Sec . Manong Manny!!!,2,
2196129020469555-66,FALSE,0,Alex Mentes,0,This article should have been confidential for a moment while PCC and NBI are at work so that they can catch those basterds.,2,
2196129020469555-67,FALSE,0,Edgar Villarta,0,same with rice can the NBI investigate also..14 sariwa to 50 pesos price of local rice?,2,
2196129020469555-68,FALSE,0,Darwin Zabala Aquino,0,its better if cold storage facilities are controlled by the government,,
2196129020469555-69,FALSE,0,Fernando M. Mascariñas,0,Grabe talaga ang neglect the government in the past. We have these Cartels that cause suffering to people but previous government just didn’t mind because most likely some if not most of them benefited from these cartels.  They have become so powerful and weld power from inside the government. Now it’s a difficult task for current admin to break them!,2,
